date,jpy_to_bdt,bdt_to_jpy,usd_to_jpy,usd_to_bdt
2025-10-13,0.799131,1.251360,151.961587,121.437165
2025-10-14,0.799209,1.251237,152.451265,121.840487
2025-10-15,0.802575,1.245990,151.344093,121.464959
2025-10-16,0.808444,1.236944,150.547500,121.709220
2025-10-17,0.808545,1.236789,150.275329,121.504404
2025-10-18,0.809800,1.234873,150.607744,121.962095
2025-10-19,0.810161,1.234322,150.674511,122.070619
2025-10-20,0.808239,1.237258,150.962442,122.013688
2025-10-21,0.807853,1.237848,150.950840,121.946149
2025-10-22,0.804410,1.243147,151.746311,122.066250
2025-10-23,0.801702,1.247346,152.354544,122.142977
2025-10-24,0.800140,1.249781,152.842196,122.295226
2025-10-25,0.800740,1.248845,152.869344,122.408586
2025-10-26,0.800566,1.249117,152.802218,122.328217
2025-10-27,0.800117,1.249817,152.890350,122.330177
2025-10-28,0.802719,1.245765,152.425599,122.354994
2025-10-29,0.805614,1.241289,151.871156,122.349508
2025-10-30,0.801639,1.247445,152.533673,122.276916
2025-10-31,0.794763,1.258236,153.791478,122.227852
2025-11-01,0.794694,1.258345,153.991498,122.376178
2025-11-02,0.794016,1.259420,154.032833,122.304605
2025-11-03,0.792165,1.262363,154.125240,122.092647
2025-11-04,0.790883,1.264409,154.342407,122.066850
2025-11-05,0.796460,1.255555,153.127009,121.959596
2025-11-06,0.792516,1.261804,153.876361,121.949531
2025-11-07,0.796556,1.255405,153.158629,121.999400
2025-11-08,0.797032,1.254654,153.437844,122.294927
2025-11-09,0.795953,1.256356,153.426250,122.120047
2025-11-10,0.792926,1.261152,153.829615,121.975446
2025-11-11,0.791196,1.263909,154.355638,122.125589
2025-11-12,0.791280,1.263775,154.314466,122.106010
2025-11-13,0.789152,1.267184,154.748006,122.119623
2025-11-14,0.790488,1.265041,154.498886,122.129563
2025-11-15,0.790543,1.264953,154.536877,122.168063
2025-11-16,0.791416,1.263559,154.506896,122.279158
2025-11-17,0.790375,1.265222,154.593726,122.186997
2025-11-18,0.787978,1.269072,155.204292,122.297497
2025-11-19,0.786362,1.271679,155.495684,122.275923
2025-11-20,0.777057,1.286907,157.389780,122.300844
2025-11-21,0.778567,1.284410,157.440796,122.578267
2025-11-22,0.782193,1.278457,156.398228,122.333586
2025-11-23,0.782203,1.278440,156.382758,122.323134
2025-11-24,0.781407,1.279743,156.729741,122.469673
2025-11-25,0.781357,1.279825,156.687806,122.429040
2025-11-26,0.783170,1.276861,155.897626,122.094416
2025-11-27,0.784407,1.274849,156.062064,122.416108
2025-11-28,0.781318,1.279889,156.395576,122.194677
2025-11-29,0.783731,1.275948,156.183980,122.406244
2025-11-30,0.783632,1.276109,156.169731,122.379644
2025-12-01,0.783003,1.277134,155.577253,121.817493
2025-12-02,0.784375,1.274900,155.639325,122.079638
2025-12-03,0.785160,1.273625,155.658855,122.217163
2025-12-04,0.787467,1.269894,155.272959,122.272380
2025-12-05,0.788909,1.267573,155.030437,122.304893
2025-12-06,0.787540,1.269777,155.311880,122.314301
2025-12-07,0.787358,1.270070,155.346896,122.313688
2025-12-08,0.789312,1.266926,154.922727,122.282422
2025-12-09,0.784590,1.274551,155.809412,122.246470
2025-12-10,0.784590,1.274551,155.809412,122.246470
2025-12-11,0.780076,1.281926,156.003513,121.694640
2025-12-12,0.783912,1.275654,155.680450,122.039740
2025-12-13,0.784360,1.274925,155.822880,122.221238
2025-12-14,0.784844,1.274138,155.783861,122.266088
2025-12-15,0.784689,1.274390,155.614587,122.109102
2025-12-16,0.788839,1.267685,154.898448,122.189966
2025-12-17,0.790512,1.265003,154.678310,122.275010
2025-12-18,0.784163,1.275246,155.779891,122.156784
2025-12-19,0.785114,1.273701,155.722625,122.259979
2025-12-20,0.775150,1.290072,157.763771,122.290626
2025-12-21,0.774832,1.290602,157.753401,122.232435
2025-12-22,0.777234,1.286614,157.304881,122.262664
2025-12-23,0.779905,1.282208,156.380446,121.961864
2025-12-24,0.784827,1.274167,155.603528,122.121786
2025-12-25,0.784039,1.275447,155.827090,122.174498
2025-12-26,0.781786,1.279122,156.278751,122.176577
2025-12-27,0.780499,1.281231,156.574372,122.206194
2025-12-28,0.781751,1.279180,156.563276,122.393462
2025-12-29,0.780816,1.280712,156.506250,122.202559
2025-12-30,0.782748,1.277550,156.177675,122.247751
2025-12-31,0.782474,1.277998,156.449888,122.417917
2026-01-01,0.780680,1.280934,156.700863,122.333307
2026-01-02,0.781118,1.280217,156.606688,122.328271
2026-01-03,0.779382,1.283068,156.888601,122.276103
2026-01-04,0.779817,1.282352,156.779170,122.259038
2026-01-05,0.779385,1.283064,157.121550,122.458112
2026-01-06,0.779963,1.282112,156.490770,122.056987
2026-01-07,0.780396,1.281400,156.688185,122.278869
2026-01-08,0.779394,1.283049,156.902378,122.288728
2026-01-09,0.778456,1.284595,157.199896,122.373153
2026-01-10,0.773935,1.292098,157.900444,122.204671
2026-01-11,0.774314,1.291466,157.893848,122.259372
2026-01-12,0.774102,1.291819,157.787304,122.143471
2026-01-13,0.771795,1.295681,158.481094,122.314905
2026-01-14,0.767799,1.302424,159.345284,122.345176
2026-01-15,0.772149,1.295087,158.353863,122.272793
2026-01-16,0.772175,1.295043,158.530273,122.413107
2026-01-17,0.773488,1.292845,158.190537,122.358424
2026-01-18,0.772942,1.293759,158.195828,122.276131
2026-01-19,0.774953,1.290402,157.801516,122.288686
2026-01-20,0.773272,1.293206,158.040947,122.208681
2026-01-21,0.774277,1.291527,158.003582,122.338583
2026-01-22,0.773023,1.293622,158.406788,122.452104
2026-01-23,0.770785,1.297379,158.678147,122.306746
2026-01-24,0.784584,1.274560,155.970225,122.371799
2026-01-25,0.785494,1.273084,155.755587,122.345098
2026-01-26,0.788060,1.268939,154.078868,121.423351
2026-01-27,0.791920,1.262753,154.334080,122.220278
2026-01-28,0.797962,1.253193,153.023370,122.106783
2026-01-29,0.798427,1.252463,153.077458,122.221102
2026-01-30,0.795343,1.257320,153.821838,122.341050
2026-01-31,0.792040,1.262563,154.785440,122.596213
2026-02-01,0.790663,1.264761,154.743322,122.349852
2026-02-02,0.792141,1.262402,154.996224,122.778850
2026-02-03,0.788651,1.267988,155.452045,122.597400
2026-02-04,0.780529,1.281182,156.192269,121.912660
2026-02-05,0.779607,1.282698,156.802798,122.244512
2026-02-06,0.780512,1.281211,156.776458,122.365850
2026-02-07,0.777920,1.285479,157.199377,122.288602
2026-02-08,0.778043,1.285276,157.116153,122.243122
2026-02-09,0.778442,1.284617,156.825846,122.079855
2026-02-10,0.784441,1.274793,155.426752,121.923112
2026-02-11,0.795923,1.256403,153.721936,122.350802
2026-02-12,0.803306,1.244856,152.619046,122.599799
2026-02-13,0.799560,1.250688,153.094209,122.407977
2026-02-14,0.800701,1.248906,152.732123,122.292760
2026-02-15,0.800998,1.248443,152.718198,122.326926
2026-02-16,0.798569,1.252240,153.082554,122.246964
2026-02-17,0.799304,1.251088,153.185641,122.441943
2026-02-18,0.794937,1.257961,153.583187,122.088977
2026-02-19,0.791011,1.264206,154.882331,122.513558
2026-02-20,0.788255,1.268625,155.203355,122.339775
2026-02-21,0.789030,1.267379,155.068968,122.354084
2026-02-22,0.789335,1.266889,155.010059,122.354855
2026-02-23,0.789183,1.267133,154.254628,121.735156
2026-02-24,0.787874,1.269239,154.984784,122.108446
2026-02-25,0.785507,1.273063,155.573408,122.204055
2026-02-26,0.781121,1.280211,155.922324,121.794194
2026-02-27,0.784887,1.274069,155.813935,122.296330
2026-02-28,0.783991,1.275526,156.052625,122.343789
2026-03-01,0.783880,1.275706,156.051799,122.325839
2026-03-02,0.782037,1.278713,156.343682,122.266473
2026-03-03,0.778972,1.283742,157.226996,122.475501
2026-03-04,0.776514,1.287806,157.540184,122.332210
2026-03-05,0.779293,1.283215,156.877317,122.253332
2026-03-06,0.776394,1.288005,157.492082,122.275972
2026-03-07,0.775306,1.289814,157.751197,122.305396
2026-03-08,0.775926,1.288782,157.785349,122.429808
2026-03-09,0.768343,1.301502,158.653810,121.900570
2026-03-10,0.774492,1.291169,157.639706,122.090697
2026-03-11,0.773453,1.292903,158.388779,122.506329
2026-03-12,0.771191,1.296696,159.082986,122.683370
2026-03-13,0.771393,1.296356,159.319077,122.897630
2026-03-14,0.768752,1.300809,159.731408,122.793871
2026-03-15,0.769403,1.299709,159.650729,122.835755
2026-03-16,0.769477,1.299584,159.592172,122.802461
2026-03-17,0.769446,1.299636,159.341709,122.604868
2026-03-18,0.770889,1.297204,158.940088,122.525158
2026-03-19,0.772556,1.294405,159.588447,123.291016
2026-03-20,0.772871,1.293876,158.287811,122.336133
2026-03-21,0.770424,1.297986,159.242169,122.684057
2026-03-22,0.771373,1.296390,159.240808,122.834044
2026-03-23,0.769710,1.299191,159.565233,122.818885
2026-03-24,0.772351,1.294747,158.599987,122.494925
2026-03-25,0.771556,1.296083,158.813387,122.533352
2026-03-26,0.771261,1.296577,159.491045,123.009300
2026-03-27,0.768451,1.301319,159.511574,122.576884
2026-03-28,0.765524,1.306295,160.298986,122.712675
2026-03-29,0.766036,1.305422,160.262098,122.766476
2026-03-30,0.768166,1.301802,159.772026,122.731448
2026-03-31,0.771237,1.296618,159.629354,123.112128
2026-04-01,0.773347,1.293080,158.614569,122.664170
2026-04-02,0.771567,1.296064,159.420603,123.003606
2026-04-03,0.767482,1.302961,159.651432,122.529680
2026-04-04,0.770013,1.298680,159.671787,122.949280
2026-04-05,0.769735,1.299148,159.651086,122.889075
2026-04-06,0.767605,1.302753,159.574953,122.490567
2026-04-07,0.766998,1.303784,159.882870,122.629904
2026-04-08,0.774332,1.291436,158.521339,122.748157
2026-04-09,0.773249,1.293244,158.830230,122.815343
2026-04-10,0.770918,1.297154,159.153534,122.694373
2026-04-11,0.771165,1.296739,159.255006,122.811933
2026-04-12,0.770188,1.298385,159.275006,122.671642
2026-04-13,0.767996,1.302090,159.729439,122.671621
2026-04-14,0.771987,1.295359,159.143024,122.856268
2026-04-15,0.773593,1.292669,159.046970,123.037624
2026-04-16,0.773537,1.292763,158.575505,122.664005
2026-04-17,0.771311,1.296493,159.391563,122.940505
2026-04-18,0.774917,1.290461,158.645031,122.936707
2026-04-19,0.776371,1.288045,158.630377,123.155966
2026-04-20,0.776218,1.288299,158.921507,123.357655
2026-04-21,0.771240,1.296613,158.939681,122.580642
2026-04-22,0.771033,1.296961,159.344441,122.859844
2026-04-23,0.771841,1.295604,159.516035,123.120957
2026-04-24,0.767824,1.302382,159.815955,122.710491
2026-04-25,0.769762,1.299103,159.364994,122.673147
2026-04-26,0.768624,1.301026,159.374993,122.499431
2026-04-27,0.768998,1.300393,159.297547,122.499502
2026-04-28,0.775029,1.290274,159.118518,123.321527
2026-04-29,0.770267,1.298252,159.619492,122.949590
2026-04-30,0.765224,1.306808,160.392463,122.736098
2026-05-01,0.780312,1.281539,157.276986,122.725133
2026-05-02,0.781325,1.279876,157.072980,122.725111
2026-05-03,0.781325,1.279876,157.072980,122.725111
2026-05-04,0.780518,1.281200,157.235508,122.725163
2026-05-05,0.780639,1.281001,157.229436,122.739500
2026-05-06,0.775668,1.289211,157.854541,122.442742
2026-05-07,0.786562,1.271356,156.330444,122.963574
2026-05-08,0.784589,1.274552,156.895086,123.098220
2026-05-09,0.783146,1.276901,156.662086,122.689254
2026-05-10,0.781072,1.280292,156.678550,122.377213
2026-05-11,0.778686,1.284214,157.158538,122.377205
2026-05-12,0.779911,1.282197,157.604400,122.917430
2026-05-13,0.779581,1.282740,157.664357,122.912178
2026-05-14,0.777012,1.286981,157.963333,122.739406
2026-05-15,0.774612,1.290969,158.500527,122.776392
2026-05-16,0.773275,1.293200,158.763876,122.768207
2026-05-17,0.773269,1.293211,158.764999,122.768054
2026-05-18,0.773847,1.292246,158.928558,122.986328
2026-05-19,0.773175,1.293368,158.933948,122.883770
2026-05-20,0.772965,1.293720,158.843238,122.780274
2026-05-21,0.773227,1.293281,158.968392,122.918689
2026-05-22,0.772694,1.294173,159.020413,122.874192
2026-05-23,0.772106,1.295158,159.209826,122.926929
2026-05-24,0.771063,1.296911,159.209919,122.760902
2026-05-25,0.771578,1.296044,158.914708,122.615171
2026-05-26,0.772202,1.294999,158.944420,122.737120
2026-05-27,0.771251,1.296595,159.213529,122.793535
2026-05-28,0.769841,1.298970,159.579735,122.851004
2026-05-29,0.768477,1.301274,159.358072,122.463092
2026-05-30,0.771502,1.296173,159.285066,122.888700
2026-05-31,0.770930,1.297135,159.285001,122.797548
2026-06-01,0.769669,1.299260,159.470354,122.739329
2026-06-02,0.769192,1.300065,159.718029,122.853854
2026-06-03,0.767768,1.302477,159.883627,122.753557
2026-06-04,0.768037,1.302020,159.819975,122.747675
2026-06-05,0.768083,1.301943,159.958044,122.860987
2026-06-06,0.766609,1.304447,160.330022,122.910384
2026-06-07,0.766607,1.304450,160.330000,122.910077
2026-06-08,0.766133,1.305257,160.331971,122.835537
2026-06-09,0.765573,1.306211,160.257212,122.688580
2026-06-10,0.766047,1.305403,160.361196,122.844189
2026-06-11,0.764895,1.307369,160.510803,122.773906
2026-06-12,0.765773,1.305870,160.254877,122.718830
2026-06-13,0.766971,1.303831,160.221578,122.885236
2026-06-14,0.766537,1.304568,160.221507,122.815713
2026-06-15,0.767597,1.302768,160.047087,122.851591
2026-06-16,0.766496,1.304638,160.270463,122.846648
2026-06-17,0.766184,1.305170,160.270134,122.796390
2026-06-18,0.764500,1.308044,160.608547,122.785258
2026-06-19,0.761177,1.313755,161.375420,122.835257
2026-06-20,0.762076,1.312206,161.289038,122.914436
2026-06-21,0.761594,1.313036,161.292901,122.839685
2026-06-22,0.759464,1.316717,161.676652,122.787667
2026-06-23,0.760746,1.314498,161.558606,122.905136
2026-06-24,0.761311,1.313523,161.563285,122.999959
2026-06-25,0.759560,1.316552,161.738354,122.849985
2026-06-26,0.759899,1.315965,161.618799,122.813900
2026-06-27,0.760813,1.314383,161.751618,123.062751
2026-06-28,0.760751,1.314490,161.751001,123.052282
2026-06-29,0.760538,1.314859,161.808276,123.061325
2026-06-30,0.759192,1.317189,162.179466,123.125399
2026-07-01,0.756407,1.322039,162.788887,123.134666
2026-07-02,0.758306,1.318728,162.523496,123.242586
2026-07-03,0.763584,1.309614,161.187587,123.080256
2026-07-04,0.764421,1.308180,161.382494,123.364103
2026-07-05,0.762367,1.311703,161.357122,123.013418
2026-07-06,0.761654,1.312932,161.849743,123.273495
2026-07-07,0.760444,1.315020,161.873126,123.095527
2026-07-08,0.760562,1.314817,162.296579,123.436613
2026-07-09,0.757648,1.319874,162.450730,123.080529
2026-07-10,0.762432,1.311592,161.466454,123.107247
2026-07-11,0.762210,1.311975,161.736299,123.276948
2026-07-12,0.761987,1.312359,161.730093,123.236202
2026-07-13,0.762437,1.311583,162.086748,123.580995
2026-07-14,0.760919,1.314200,162.321902,123.513854
2026-07-15,0.758258,1.318813,162.078473,122.897279
2026-07-16,0.758023,1.319221,162.119969,122.890646
2026-07-17,0.759856,1.316038,162.372753,123.379962
2026-07-18,0.758868,1.317753,162.408367,123.246444
2026-07-19,0.758484,1.318419,162.409007,123.184652
2026-07-20,0.758493,1.318404,162.370812,123.157132
2026-07-21,0.759887,1.315985,162.509227,123.488627
2026-07-22,0.756542,1.321804,163.142968,123.424432
2026-07-23,0.756329,1.322175,163.066733,123.332157
2026-07-24,0.754053,1.326167,163.827405,123.534540
2026-07-25,0.753931,1.326382,163.853876,123.534443
2026-07-26,0.753369,1.327370,163.854000,123.442567
2026-07-27,0.753504,1.327133,163.603285,123.275771
2026-07-28,0.755195,1.324162,163.702543,123.627321
2026-07-29,0.752954,1.328103,163.699726,123.258321
2026-07-30,0.753067,1.327903,163.474346,123.107149
2026-07-31,0.765886,1.305677,160.839982,123.185111
2026-08-01,0.782480,1.277988,157.654106,123.361142
2026-08-02,0.782066,1.278664,157.655488,123.297003
2026-08-03,0.786961,1.270711,156.543908,123.193985
2026-08-04,0.783975,1.275550,157.663149,123.604042
2026-08-05,0.785458,1.273143,157.419023,123.645985
2026-08-06,0.783875,1.275714,157.723615,123.635544
2026-08-07,0.782720,1.277596,158.362037,123.953115
2026-08-08,0.783703,1.275994,157.823527,123.686775
2026-08-09,0.785155,1.273634,157.823449,123.915854
2026-08-10,0.779963,1.282112,158.279116,123.451880
2026-08-11,0.776700,1.287498,159.185897,123.639740
2026-08-12,0.774042,1.291920,159.423107,123.400130
2026-08-13,0.772708,1.294150,159.424080,123.188280
2026-08-14,0.769793,1.299051,159.428527,122.726959
2026-08-15,0.770232,1.298310,159.320495,122.713754
2026-08-16,0.773501,1.292823,159.320469,123.234538
2026-08-17,0.770602,1.297686,159.095949,122.599711
2026-08-18,0.769492,1.299558,159.534338,122.760427
2026-08-19,0.769492,1.299558,159.534338,122.760427
2026-08-20,0.768377,1.301445,158.356070,121.677138
2026-08-21,0.769520,1.299511,158.956389,122.320161
2026-08-22,0.768448,1.301325,158.986513,122.172821
2026-08-23,0.771101,1.296847,158.986494,122.594656
2026-08-24,0.770242,1.298294,158.919127,122.406137
2026-08-25,0.771128,1.296802,159.198865,122.762678
2026-08-26,0.772522,1.294462,159.099637,122.907934
2026-08-27,0.772250,1.294917,159.336887,123.047927
2026-08-28,0.772250,1.294917,159.336887,123.047927
